Timestamp,Motor_ID,Voltage (V),Current (A),Power (kW),Frequency (Hz),Power Factor,Torque (Nm),RPM,Load (%),Temperature (°C),Humidity (%),Vibration (mm/s),Status
1/20/2021 8:30,MTR002,420,14.4,5.75,50,0.84,70,1489,63,44,63,4.4,Overload
1/20/2021 8:45,MTR002,380,10.4,3.75,50,0.97,58,1442,95,64,73,5.4,High Vibration
1/20/2021 9:00,MTR005,410,10.3,4.01,50,0.85,54,1477,44,42,53,6.4,High Vibration
1/20/2021 9:15,MTR004,380,8.2,2.96,50,0.97,66,1375,89,41,71,1.6,Running
1/20/2021 9:30,MTR001,415,14.7,5.8,50,0.93,44,1436,92,47,64,3.5,Overload
1/20/2021 9:45,MTR004,400,12.1,4.6,50,0.88,41,1380,100,42,75,4.9,Load Increase
1/20/2021 10:00,MTR001,410,15.3,5.96,50,0.82,50,1465,75,50,58,4.3,Overload
1/20/2021 10:15,MTR001,400,10.3,3.91,50,0.81,60,1380,83,41,50,1.9,Running
1/20/2021 10:30,MTR002,415,10,3.94,50,0.83,69,1409,46,64,60,4.2,Running
1/20/2021 10:45,MTR005,400,14.3,5.43,50,0.83,59,1430,77,36,62,2.9,Overload
1/20/2021 11:00,MTR005,380,13.5,4.87,50,0.94,49,1439,80,63,71,6.4,High Vibration
1/20/2021 11:15,MTR003,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/20/2021 11:30,MTR001,390,10.1,3.74,50,0.85,64,1406,55,38,70,5.5,High Vibration
1/20/2021 11:45,MTR001,390,15.5,5.74,50,0.87,66,1445,94,50,63,4.3,Overload
1/20/2021 12:00,MTR001,415,8.2,3.23,50,0.89,49,1433,56,56,51,5.8,High Vibration
1/20/2021 12:15,MTR005,380,13.4,4.84,50,0.93,59,1490,66,58,64,3.2,Running
1/20/2021 12:30,MTR004,380,10.8,3.9,50,0.93,57,1489,73,56,65,3.3,Running
1/20/2021 12:45,MTR001,420,10.1,4.03,50,0.83,48,1481,53,50,54,3.3,Running
1/20/2021 13:00,MTR001,420,15.8,6.3,50,0.95,52,1371,98,54,71,6.2,High Vibration
1/20/2021 13:15,MTR001,420,10.2,4.07,50,0.82,42,1417,42,50,55,4.9,Running
1/20/2021 13:30,MTR001,420,13.2,5.27,50,0.86,65,1384,50,43,53,5,Running
1/20/2021 13:45,MTR003,380,11.1,4.01,50,0.94,64,1468,69,55,59,5.9,High Vibration
1/20/2021 14:00,MTR001,400,11.3,4.29,50,0.89,62,1465,41,46,52,1.5,Running
1/20/2021 14:15,MTR004,400,10.9,4.14,50,0.95,48,1411,74,47,67,4.2,Running
1/20/2021 14:30,MTR002,400,10.3,3.91,50,0.98,58,1492,56,43,75,3.8,Running
1/20/2021 14:45,MTR004,420,15.1,6.02,50,0.95,48,1482,88,39,71,2.2,Overload
1/20/2021 15:00,MTR001,380,12.2,4.4,50,0.94,57,1396,46,41,73,5.9,High Vibration
1/20/2021 15:15,MTR004,415,9,3.55,50,0.8,64,1366,55,56,69,4.1,Running
1/20/2021 15:30,MTR004,380,10.8,3.9,50,0.9,54,1384,97,54,69,5.6,High Vibration
1/20/2021 15:45,MTR004,415,15.3,6.03,50,0.96,50,1392,93,58,70,5.3,High Vibration
1/20/2021 16:00,MTR003,400,15.2,5.78,50,0.83,41,1367,69,46,65,2.8,Overload
1/20/2021 16:15,MTR003,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/20/2021 16:30,MTR003,380,9.5,3.43,50,0.95,48,1390,77,53,57,1.8,Running
1/20/2021 16:45,MTR001,390,13.6,5.04,50,0.96,45,1360,71,61,62,2.6,Running
1/20/2021 17:00,MTR004,400,13.4,5.09,50,0.87,65,1446,89,51,69,3.5,Running
1/20/2021 17:15,MTR003,390,14.2,5.26,50,0.87,64,1483,95,47,50,6,High Vibration
1/20/2021 17:30,MTR002,415,10.1,3.98,50,0.85,58,1369,81,37,72,6.2,High Vibration
1/20/2021 17:45,MTR001,380,14.6,5.27,50,0.86,66,1413,69,35,65,3.3,Overload
1/20/2021 18:00,MTR005,415,15.3,6.03,50,0.88,44,1434,87,63,58,4.6,Overload
1/20/2021 18:15,MTR004,415,14.1,5.56,50,0.87,58,1423,84,51,58,4,Overload
1/20/2021 18:30,MTR002,380,13.4,4.84,50,0.91,49,1389,79,50,52,5.3,High Vibration
1/20/2021 18:45,MTR004,390,14.1,5.22,50,0.85,68,1363,75,39,65,2.7,Overload
1/20/2021 19:00,MTR005,410,12.9,5.02,50,0.92,59,1393,78,41,66,4.2,Running
1/20/2021 19:15,MTR002,400,13.1,4.98,50,0.8,42,1353,77,42,69,3.2,Running
1/20/2021 19:30,MTR005,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/20/2021 19:45,MTR003,400,15.4,5.85,50,0.81,70,1400,47,45,72,5.2,High Vibration
1/20/2021 20:00,MTR005,420,14.8,5.91,50,0.93,68,1494,63,49,62,3.3,Overload
1/20/2021 20:15,MTR003,400,10.1,3.84,50,0.98,50,1365,74,64,57,2.4,Running
1/20/2021 20:30,MTR005,415,8.9,3.51,50,0.83,52,1366,69,45,59,3.5,Running
1/20/2021 20:45,MTR004,410,10.9,4.25,50,0.83,51,1455,46,45,73,3.1,Running
1/20/2021 21:00,MTR003,400,13.1,4.98,50,0.9,44,1477,60,56,69,2.7,Running
1/20/2021 21:15,MTR002,390,10.5,3.89,50,0.82,63,1455,47,50,51,4.4,Running
1/20/2021 21:30,MTR002,380,9.8,3.54,50,0.9,48,1498,46,63,73,5,Running
1/20/2021 21:45,MTR005,410,10,3.9,50,0.94,68,1474,93,58,67,3.2,Load Increase
1/20/2021 22:00,MTR002,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/20/2021 22:15,MTR005,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/20/2021 22:30,MTR001,410,10.2,3.97,50,0.86,67,1435,87,64,50,6.3,High Vibration
1/20/2021 22:45,MTR001,410,11.4,4.44,50,0.97,62,1416,83,35,58,3.4,Running
1/20/2021 23:00,MTR003,400,12.3,4.67,50,0.82,54,1402,81,47,60,3.9,Running
1/20/2021 23:15,MTR004,400,13,4.94,50,0.94,52,1372,81,63,66,3.4,Running
1/20/2021 23:30,MTR001,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/20/2021 23:45,MTR001,390,10.3,3.82,50,0.83,57,1485,93,47,75,3.9,Load Increase
1/21/2021 0:00,MTR005,415,11.1,4.38,50,0.85,42,1498,73,56,55,4.3,Running
1/21/2021 0:15,MTR004,420,11.2,4.47,50,0.85,53,1364,72,50,62,3.6,Running
1/21/2021 0:30,MTR004,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/21/2021 0:45,MTR005,420,9.4,3.75,50,0.84,69,1366,47,44,55,4.9,Running
1/21/2021 1:00,MTR001,400,9.5,3.61,50,0.87,45,1436,46,43,74,2.1,Running
1/21/2021 1:15,MTR005,380,14.2,5.13,50,0.84,48,1427,62,64,71,1.5,Overload
1/21/2021 1:30,MTR003,390,8.8,3.26,50,0.96,58,1353,90,52,71,5.7,High Vibration
1/21/2021 1:45,MTR005,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/21/2021 2:00,MTR001,415,13.8,5.44,50,0.81,48,1372,65,60,56,3.8,Running
1/21/2021 2:15,MTR002,415,15.7,6.19,50,0.88,50,1394,62,39,66,5.4,High Vibration
1/21/2021 2:30,MTR004,380,15.5,5.6,50,0.82,55,1395,59,44,70,2.6,Overload
1/21/2021 2:45,MTR003,410,11.8,4.6,50,0.97,64,1422,45,64,74,2.2,Running
1/21/2021 3:00,MTR005,415,9.9,3.9,50,0.85,62,1366,93,46,74,4.6,Load Increase
1/21/2021 3:15,MTR003,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/21/2021 3:30,MTR001,420,11.8,4.71,50,0.87,55,1480,61,55,75,6,High Vibration
1/21/2021 3:45,MTR004,420,15.2,6.06,50,0.93,52,1431,92,56,50,5.9,High Vibration
1/21/2021 4:00,MTR002,420,10.3,4.11,50,0.92,48,1489,56,48,67,1.7,Running
1/21/2021 4:15,MTR002,400,13,4.94,50,0.97,52,1364,45,39,59,5.1,High Vibration
1/21/2021 4:30,MTR003,390,12.8,4.74,50,0.8,49,1454,60,39,62,2,Running
1/21/2021 4:45,MTR001,380,13.6,4.91,50,0.85,66,1434,80,53,57,5,Running
1/21/2021 5:00,MTR002,415,10.2,4.02,50,0.92,58,1420,48,62,53,6,High Vibration
1/21/2021 5:15,MTR002,400,9.5,3.61,50,0.95,63,1378,42,49,51,3,Running
1/21/2021 5:30,MTR001,415,13.3,5.24,50,0.91,69,1363,46,35,51,6.3,High Vibration
1/21/2021 5:45,MTR002,380,15.8,5.7,50,0.83,52,1390,100,47,75,3.2,Overload
1/21/2021 6:00,MTR001,420,8.4,3.35,50,0.96,63,1371,98,38,56,5.7,High Vibration
1/21/2021 6:15,MTR003,410,11,4.28,50,0.83,40,1459,60,35,66,4.2,Running
1/21/2021 6:30,MTR001,410,15.3,5.96,50,0.88,68,1499,42,40,50,1.8,Overload
1/21/2021 6:45,MTR003,410,12.4,4.83,50,0.89,70,1403,97,60,51,2.8,Load Increase
1/21/2021 7:00,MTR003,410,8.1,3.15,50,0.82,51,1376,64,51,50,4.7,Running
1/21/2021 7:15,MTR001,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/21/2021 7:30,MTR001,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/21/2021 7:45,MTR002,420,13.3,5.31,50,0.87,54,1383,83,50,72,5.2,High Vibration
1/21/2021 8:00,MTR002,420,14.8,5.91,50,0.97,54,1360,44,48,52,5.8,High Vibration
1/21/2021 8:15,MTR005,400,14.8,5.62,50,0.97,50,1394,60,56,55,4.5,Overload
1/21/2021 8:30,MTR003,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/21/2021 8:45,MTR001,390,10.1,3.74,50,0.82,52,1422,48,37,74,3.4,Running
1/21/2021 9:00,MTR004,420,12.2,4.87,50,0.93,41,1357,74,38,73,4.6,Running
1/21/2021 9:15,MTR005,380,12.2,4.4,50,0.91,57,1492,69,65,64,3.1,Running
1/21/2021 9:30,MTR005,400,13.5,5.13,50,0.87,63,1428,64,45,54,6.1,High Vibration
1/21/2021 9:45,MTR001,410,12.1,4.71,50,0.9,65,1474,99,54,58,6.2,High Vibration
1/21/2021 10:00,MTR005,400,11.3,4.29,50,0.87,48,1446,80,38,61,3.8,Running
1/21/2021 10:15,MTR003,410,9.8,3.82,50,0.82,68,1415,66,43,74,4.6,Running
1/21/2021 10:30,MTR003,380,11.5,4.15,50,0.89,62,1356,62,36,55,1.9,Running
1/21/2021 10:45,MTR004,415,8.6,3.39,50,0.86,54,1421,41,60,72,4.3,Running
1/21/2021 11:00,MTR002,420,9.9,3.95,50,0.94,67,1383,73,64,68,1.9,Running
1/21/2021 11:15,MTR001,420,10,3.99,50,0.86,65,1423,42,44,54,3.4,Running
1/21/2021 11:30,MTR002,415,15.6,6.15,50,0.85,43,1420,74,61,75,2.7,Overload
1/21/2021 11:45,MTR001,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/21/2021 12:00,MTR001,400,8.5,3.23,50,0.86,43,1380,96,56,56,3.6,Load Increase
1/21/2021 12:15,MTR001,380,10.9,3.93,50,0.86,48,1458,72,62,53,5.7,High Vibration
1/21/2021 12:30,MTR001,390,9.2,3.41,50,0.95,65,1422,95,56,70,4.5,Load Increase
1/21/2021 12:45,MTR002,410,12.6,4.91,50,0.88,48,1405,45,54,73,2.4,Running
1/21/2021 13:00,MTR002,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/21/2021 13:15,MTR004,400,10.8,4.1,50,0.98,41,1436,87,64,53,3.1,Running
1/21/2021 13:30,MTR003,390,13.1,4.85,50,0.88,62,1374,40,48,69,3.5,Running
1/21/2021 13:45,MTR002,390,8.6,3.19,50,0.8,68,1360,78,58,74,5.1,High Vibration
1/21/2021 14:00,MTR005,400,13.4,5.09,50,0.89,54,1485,40,53,54,1.9,Running
1/21/2021 14:15,MTR003,400,15.5,5.89,50,0.86,52,1472,80,47,69,6,High Vibration
1/21/2021 14:30,MTR005,380,14.3,5.16,50,0.97,44,1455,80,36,59,2.3,Overload
1/21/2021 14:45,MTR001,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/21/2021 15:00,MTR004,415,13.9,5.48,50,0.89,45,1476,90,55,68,5.6,High Vibration
1/21/2021 15:15,MTR004,400,11.9,4.52,50,0.94,43,1490,62,58,55,2.3,Running
1/21/2021 15:30,MTR005,380,12.7,4.58,50,0.85,52,1495,47,46,53,3.6,Running
1/21/2021 15:45,MTR005,390,14.1,5.22,50,0.89,70,1460,76,43,62,5.2,High Vibration
1/21/2021 16:00,MTR001,380,10.4,3.75,50,0.91,69,1455,58,59,53,5.8,High Vibration
1/21/2021 16:15,MTR001,410,10.7,4.17,50,0.91,62,1388,61,55,55,1.8,Running
1/21/2021 16:30,MTR003,400,12.2,4.64,50,0.86,55,1413,54,65,54,3.1,Running
1/21/2021 16:45,MTR002,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/21/2021 17:00,MTR004,420,11.3,4.51,50,0.87,70,1445,55,47,65,5,Running
1/21/2021 17:15,MTR005,420,10.5,4.19,50,0.94,66,1459,69,58,57,5.2,High Vibration
1/21/2021 17:30,MTR004,390,12.5,4.63,50,0.82,69,1373,53,36,55,5.6,High Vibration
1/21/2021 17:45,MTR005,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/21/2021 18:00,MTR001,415,9,3.55,50,0.84,69,1382,97,60,60,6.4,High Vibration
1/21/2021 18:15,MTR003,420,11.8,4.71,50,0.98,41,1468,93,42,56,3.3,Load Increase
1/21/2021 18:30,MTR005,420,14.5,5.79,50,0.95,43,1354,64,54,65,5.2,High Vibration
1/21/2021 18:45,MTR003,380,15.7,5.67,50,0.91,51,1420,100,45,72,4.4,Overload
1/21/2021 19:00,MTR003,415,12.5,4.93,50,0.85,60,1378,73,55,54,5.3,High Vibration
1/21/2021 19:15,MTR003,390,15.4,5.71,50,0.94,64,1434,49,36,69,2.9,Overload
1/21/2021 19:30,MTR001,420,12.1,4.83,50,0.97,65,1457,52,53,70,4.5,Running
1/21/2021 19:45,MTR004,380,15.3,5.52,50,0.81,70,1358,74,59,74,5.6,High Vibration
1/21/2021 20:00,MTR004,420,11.8,4.71,50,0.9,61,1398,72,48,72,5.3,High Vibration
1/21/2021 20:15,MTR005,390,15.8,5.85,50,0.88,69,1472,55,52,63,4.7,Overload
1/21/2021 20:30,MTR004,420,11.2,4.47,50,0.84,49,1409,68,64,70,3.9,Running
1/21/2021 20:45,MTR002,400,12.5,4.75,50,0.89,60,1487,47,49,75,1.6,Running
1/21/2021 21:00,MTR001,410,8.2,3.19,50,0.82,69,1358,91,48,72,5.8,High Vibration
1/21/2021 21:15,MTR002,380,15.7,5.67,50,0.95,60,1404,78,52,69,4.8,Overload
1/21/2021 21:30,MTR002,415,10,3.94,50,0.89,55,1383,93,54,66,4.3,Load Increase
1/21/2021 21:45,MTR001,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/21/2021 22:00,MTR004,410,14.5,5.65,50,0.85,56,1371,74,64,71,2.3,Overload
1/21/2021 22:15,MTR002,410,12.3,4.79,50,0.89,66,1421,85,42,67,3,Running
1/21/2021 22:30,MTR005,390,10.6,3.93,50,0.85,63,1441,78,39,60,2.9,Running
1/21/2021 22:45,MTR005,400,10.9,4.14,50,0.91,59,1414,68,46,53,5.3,High Vibration
1/21/2021 23:00,MTR001,400,9.7,3.69,50,0.85,68,1418,46,48,74,3.6,Running
1/21/2021 23:15,MTR003,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/21/2021 23:30,MTR003,400,8.5,3.23,50,0.88,58,1428,82,37,51,2.7,Running
1/21/2021 23:45,MTR003,400,11.7,4.45,50,0.86,58,1484,78,60,52,3.1,Running
1/22/2021 0:00,MTR004,420,12.5,4.99,50,0.98,54,1497,68,48,68,4.7,Running
1/22/2021 0:15,MTR004,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/22/2021 0:30,MTR001,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/22/2021 0:45,MTR005,415,11.6,4.57,50,0.83,67,1424,71,47,51,5.2,High Vibration
1/22/2021 1:00,MTR005,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/22/2021 1:15,MTR002,420,9.7,3.87,50,0.97,54,1445,94,59,65,5.4,High Vibration
1/22/2021 1:30,MTR001,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/22/2021 1:45,MTR005,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/22/2021 2:00,MTR005,380,12.8,4.62,50,0.82,56,1478,52,60,66,3.7,Running
1/22/2021 2:15,MTR002,420,9.1,3.63,50,0.94,49,1355,74,63,71,4.9,Running
1/22/2021 2:30,MTR003,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/22/2021 2:45,MTR001,390,11.6,4.3,50,0.89,63,1490,97,65,57,5.8,High Vibration
1/22/2021 3:00,MTR001,410,9,3.51,50,0.84,54,1464,94,63,73,2.8,Load Increase
1/22/2021 3:15,MTR003,390,13.3,4.93,50,0.96,65,1417,75,64,63,2.1,Running
1/22/2021 3:30,MTR003,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/22/2021 3:45,MTR002,400,10.3,3.91,50,0.96,40,1395,50,52,67,4,Running
1/22/2021 4:00,MTR001,420,15.3,6.1,50,0.94,52,1439,87,52,57,4.5,Overload
1/22/2021 4:15,MTR004,410,8.2,3.19,50,0.85,60,1444,41,48,55,4.4,Running
1/22/2021 4:30,MTR005,390,9.7,3.59,50,0.96,46,1414,88,48,54,3.8,Running
1/22/2021 4:45,MTR005,410,12.3,4.79,50,0.81,43,1470,97,57,63,4.8,Load Increase
1/22/2021 5:00,MTR002,410,15.1,5.88,50,0.8,54,1465,69,41,67,6.2,High Vibration
1/22/2021 5:15,MTR004,400,9.5,3.61,50,0.87,52,1481,42,38,72,5.8,High Vibration
1/22/2021 5:30,MTR002,420,14.4,5.75,50,0.95,66,1487,62,60,55,4.6,Overload
1/22/2021 5:45,MTR003,400,14.2,5.4,50,0.91,60,1399,56,64,60,5.5,High Vibration
1/22/2021 6:00,MTR002,380,11,3.97,50,0.86,42,1411,100,35,72,2,Load Increase
1/22/2021 6:15,MTR005,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/22/2021 6:30,MTR005,415,12,4.73,50,0.83,65,1463,89,62,57,5.4,High Vibration
1/22/2021 6:45,MTR005,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/22/2021 7:00,MTR005,390,12.6,4.67,50,0.91,41,1495,99,65,50,5.4,High Vibration
1/22/2021 7:15,MTR004,415,14.8,5.83,50,0.83,58,1448,76,55,51,3.9,Overload
1/22/2021 7:30,MTR002,400,12.7,4.83,50,0.82,61,1431,76,60,54,5.6,High Vibration
1/22/2021 7:45,MTR003,415,15.9,6.27,50,0.93,53,1397,82,45,74,4.5,Overload
1/22/2021 8:00,MTR005,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/22/2021 8:15,MTR005,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/22/2021 8:30,MTR002,400,14.6,5.55,50,0.96,49,1450,49,64,74,3,Overload
1/22/2021 8:45,MTR005,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/22/2021 9:00,MTR004,380,14.1,5.09,50,0.92,63,1441,90,38,72,3.9,Overload
1/22/2021 9:15,MTR001,400,9.3,3.53,50,0.83,60,1381,98,38,63,6.5,High Vibration
1/22/2021 9:30,MTR002,420,10.8,4.31,50,0.8,40,1485,80,39,55,5.1,High Vibration
1/22/2021 9:45,MTR003,420,10.3,4.11,50,0.82,70,1451,98,60,56,1.8,Load Increase
1/22/2021 10:00,MTR001,400,10.1,3.84,50,0.95,47,1463,80,37,58,6.5,High Vibration
1/22/2021 10:15,MTR005,390,11.5,4.26,50,0.85,57,1401,78,43,56,3.5,Running
1/22/2021 10:30,MTR001,420,8.5,3.39,50,0.82,60,1396,66,65,64,5.6,High Vibration
1/22/2021 10:45,MTR002,390,11.7,4.33,50,0.95,60,1365,54,40,59,5,Running
1/22/2021 11:00,MTR004,390,15.7,5.82,50,0.97,47,1414,53,56,72,3.8,Overload
1/22/2021 11:15,MTR003,420,8.9,3.55,50,0.95,48,1363,81,45,62,3.7,Running
1/22/2021 11:30,MTR001,400,11.1,4.22,50,0.98,62,1433,98,37,66,1.8,Load Increase
1/22/2021 11:45,MTR002,400,9,3.42,50,0.87,44,1383,52,51,61,6.4,High Vibration
1/22/2021 12:00,MTR005,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/22/2021 12:15,MTR005,380,11.2,4.04,50,0.94,68,1384,61,54,66,3.9,Running
1/22/2021 12:30,MTR003,380,14.5,5.23,50,0.89,55,1494,96,64,52,6.3,High Vibration
1/22/2021 12:45,MTR001,415,13.4,5.28,50,0.92,46,1485,82,64,51,3.2,Running
1/22/2021 13:00,MTR005,390,15,5.56,50,0.84,65,1455,42,46,55,5.1,High Vibration
1/22/2021 13:15,MTR001,400,15.1,5.74,50,0.89,68,1368,89,38,64,5.7,High Vibration
1/22/2021 13:30,MTR004,410,8.2,3.19,50,0.9,48,1387,53,43,74,5.8,High Vibration
1/22/2021 13:45,MTR003,380,15.9,5.74,50,0.85,40,1441,72,39,58,2.9,Overload
1/22/2021 14:00,MTR005,420,14.8,5.91,50,0.82,67,1427,81,60,56,3.8,Overload
1/22/2021 14:15,MTR001,415,11.4,4.49,50,0.83,50,1376,77,55,63,3.9,Running
1/22/2021 14:30,MTR003,420,9.6,3.83,50,0.85,40,1450,98,65,60,4.8,Load Increase
1/22/2021 14:45,MTR005,390,8.2,3.04,50,0.98,44,1381,62,57,62,6.3,High Vibration
1/22/2021 15:00,MTR005,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/22/2021 15:15,MTR001,410,15.5,6.04,50,0.83,69,1499,62,44,74,5.1,High Vibration
1/22/2021 15:30,MTR001,420,8.1,3.23,50,0.8,55,1448,59,63,53,3.1,Running
1/22/2021 15:45,MTR002,400,16,6.08,50,0.83,53,1368,54,57,71,5.1,High Vibration
1/22/2021 16:00,MTR002,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/22/2021 16:15,MTR001,390,9.5,3.52,50,0.96,63,1470,66,57,56,3,Running
1/22/2021 16:30,MTR004,415,11.8,4.65,50,0.95,44,1479,54,57,54,6.3,High Vibration
1/22/2021 16:45,MTR005,400,14.7,5.59,50,0.82,44,1412,100,60,75,6.2,High Vibration
1/22/2021 17:00,MTR004,390,15.8,5.85,50,0.96,43,1430,74,47,51,2.2,Overload
1/22/2021 17:15,MTR001,420,13.5,5.39,50,0.86,61,1385,72,35,67,6.4,High Vibration
1/22/2021 17:30,MTR001,420,9.8,3.91,50,0.96,66,1485,73,58,64,1.6,Running
1/22/2021 17:45,MTR004,420,13.4,5.35,50,0.91,63,1371,67,54,70,2.5,Running
1/22/2021 18:00,MTR001,400,15.6,5.93,50,0.96,48,1439,72,38,54,2.6,Overload
1/22/2021 18:15,MTR002,400,9.3,3.53,50,0.95,70,1449,78,40,63,5.3,High Vibration
1/22/2021 18:30,MTR001,400,14.2,5.4,50,0.84,44,1492,71,65,54,5.4,High Vibration
1/22/2021 18:45,MTR002,380,9,3.25,50,0.9,47,1409,44,63,50,2,Running
1/22/2021 19:00,MTR005,415,8.5,3.35,50,0.98,67,1355,86,55,54,2.7,Running
1/22/2021 19:15,MTR004,400,15,5.7,50,0.81,53,1431,73,41,69,4.9,Overload
1/22/2021 19:30,MTR002,415,13,5.13,50,0.88,67,1485,68,51,65,2,Running
1/22/2021 19:45,MTR001,415,10.3,4.06,50,0.86,55,1449,97,35,71,4.8,Load Increase
1/22/2021 20:00,MTR004,415,13.4,5.28,50,0.93,52,1455,88,48,72,4.4,Running
1/22/2021 20:15,MTR001,400,13.7,5.21,50,0.95,53,1417,62,51,64,2.5,Running
1/22/2021 20:30,MTR004,400,11.5,4.37,50,0.97,54,1405,50,40,71,5.8,High Vibration
1/22/2021 20:45,MTR001,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/22/2021 21:00,MTR001,380,12.5,4.51,50,0.86,66,1382,98,49,69,1.7,Load Increase
1/22/2021 21:15,MTR001,400,13.1,4.98,50,0.91,68,1459,78,45,62,4.2,Running
1/22/2021 21:30,MTR003,415,9.1,3.59,50,0.85,48,1455,67,61,66,5.9,High Vibration
1/22/2021 21:45,MTR002,400,11.6,4.41,50,0.83,70,1379,72,58,73,6.4,High Vibration
1/22/2021 22:00,MTR001,415,10.9,4.3,50,0.96,64,1385,70,53,74,3.3,Running
1/22/2021 22:15,MTR001,410,9.2,3.58,50,0.88,52,1480,54,51,67,3.9,Running
1/22/2021 22:30,MTR005,400,12.2,4.64,50,0.94,59,1380,51,55,55,1.8,Running
1/22/2021 22:45,MTR001,380,8.6,3.1,50,0.89,42,1416,60,39,67,6,High Vibration
1/22/2021 23:00,MTR004,410,13.6,5.3,50,0.8,52,1420,77,65,55,3.1,Running
1/22/2021 23:15,MTR003,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/22/2021 23:30,MTR004,400,15.9,6.04,50,0.95,52,1485,57,42,72,5.4,High Vibration
1/22/2021 23:45,MTR001,390,11.8,4.37,50,0.86,57,1368,64,53,75,2,Running
1/23/2021 0:00,MTR002,390,12.1,4.48,50,0.86,50,1359,93,56,68,6.3,High Vibration
1/23/2021 0:15,MTR002,415,8.5,3.35,50,0.82,53,1468,93,45,50,6,High Vibration
1/23/2021 0:30,MTR005,415,8.7,3.43,50,0.84,42,1490,45,65,52,2.7,Running
1/23/2021 0:45,MTR001,400,10,3.8,50,0.92,42,1354,41,40,56,3.6,Running
1/23/2021 1:00,MTR005,390,10.2,3.78,50,0.97,57,1494,82,44,51,4.9,Running
1/23/2021 1:15,MTR003,415,12.4,4.89,50,0.95,47,1488,92,53,66,4,Load Increase
1/23/2021 1:30,MTR003,400,10.2,3.88,50,0.98,69,1459,70,50,74,4.4,Running
1/23/2021 1:45,MTR003,410,12.1,4.71,50,0.89,59,1444,97,51,57,6.2,High Vibration
1/23/2021 2:00,MTR005,390,12.2,4.52,50,0.98,69,1419,40,52,54,3.1,Running
1/23/2021 2:15,MTR003,410,10.5,4.09,50,0.95,56,1354,97,55,51,2.2,Load Increase
1/23/2021 2:30,MTR001,415,14.8,5.83,50,0.9,50,1460,75,49,51,3.2,Overload
1/23/2021 2:45,MTR001,400,8.4,3.19,50,0.84,41,1357,79,57,55,6.4,High Vibration
1/23/2021 3:00,MTR003,390,13.8,5.11,50,0.91,67,1446,50,43,57,2.7,Running
1/23/2021 3:15,MTR002,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/23/2021 3:30,MTR003,390,9.6,3.56,50,0.81,62,1429,97,53,57,5.8,High Vibration
1/23/2021 3:45,MTR002,415,13.7,5.4,50,0.88,40,1392,77,44,55,1.9,Running
1/23/2021 4:00,MTR004,390,11.3,4.19,50,0.86,70,1474,94,51,59,6.3,High Vibration
1/23/2021 4:15,MTR005,415,14.9,5.87,50,0.89,41,1448,63,51,57,2.5,Overload
1/23/2021 4:30,MTR005,400,13.1,4.98,50,0.84,69,1400,54,51,52,4.5,Running
1/23/2021 4:45,MTR003,410,14.6,5.69,50,0.9,48,1436,60,42,70,3,Overload
1/23/2021 5:00,MTR001,0,0,0,0,0,0,0,0,50,65,0,Shutdown
1/23/2021 5:15,MTR002,380,10.7,3.86,50,0.84,62,1498,86,63,55,5.9,High Vibration
1/23/2021 5:30,MTR003,420,11.5,4.59,50,0.88,62,1484,87,52,66,2.6,Running
